feed_timestamp,iso_time_utc,route_id,trip_id,stop_id,delay_seconds
1767150129,2025-12-31T03:02:09+00:00,31,115567514,13708,
1767150129,2025-12-31T03:02:09+00:00,31,115567557,13813,
1767150129,2025-12-31T03:02:09+00:00,31,115567558,34532,
1767150129,2025-12-31T03:02:09+00:00,31,115567636,13707,
1767150129,2025-12-31T03:02:09+00:00,31,115567656,13738,
1767150129,2025-12-31T03:02:09+00:00,31,115567657,13830,
1767150129,2025-12-31T03:02:09+00:00,31,115567665,34701,
1767150129,2025-12-31T03:02:09+00:00,44,115567773,11145,
1767150129,2025-12-31T03:02:09+00:00,44,115567790,16708,
1767150129,2025-12-31T03:02:09+00:00,100,115567861,14841,
1767150129,2025-12-31T03:02:09+00:00,100,115567891,34925,
1767150129,2025-12-31T03:02:09+00:00,21,115568063,13583,
1767150129,2025-12-31T03:02:09+00:00,21,115568064,14518,
1767150129,2025-12-31T03:02:09+00:00,21,115568119,13630,
1767150129,2025-12-31T03:02:09+00:00,21,115568120,14519,
1767150129,2025-12-31T03:02:09+00:00,32,115568208,17703,
1767150129,2025-12-31T03:02:09+00:00,35,115568311,17341,
1767150129,2025-12-31T03:02:09+00:00,35,115568312,20171,
1767150129,2025-12-31T03:02:09+00:00,35,115568313,14092,
1767150129,2025-12-31T03:02:09+00:00,35,115568341,17341,
1767150129,2025-12-31T03:02:09+00:00,35,115568343,15773,
1767150129,2025-12-31T03:02:09+00:00,35,115568344,25211,
1767150129,2025-12-31T03:02:09+00:00,35,115568345,13274,
1767150129,2025-12-31T03:02:09+00:00,35,115568346,18675,
1767150129,2025-12-31T03:02:09+00:00,35,115568375,14180,
1767150129,2025-12-31T03:02:09+00:00,52,115568786,17750,
1767150129,2025-12-31T03:02:09+00:00,52,115568820,11021,
1767150129,2025-12-31T03:02:09+00:00,FREE,115569640,22352,
1767150129,2025-12-31T03:02:09+00:00,FREE,115569722,22358,
1767150129,2025-12-31T03:02:09+00:00,FREE,115569723,22362,
1767150129,2025-12-31T03:02:09+00:00,FREE,115569916,22366,
1767150129,2025-12-31T03:02:09+00:00,FREE,115569917,22372,
1767150129,2025-12-31T03:02:09+00:00,FREE,115569918,25425,
1767150129,2025-12-31T03:02:09+00:00,30,115570241,26266,
1767150129,2025-12-31T03:02:09+00:00,30,115570242,13836,
1767150129,2025-12-31T03:02:09+00:00,30,115570307,13784,
1767150129,2025-12-31T03:02:09+00:00,38,115570509,10994,
1767150129,2025-12-31T03:02:09+00:00,38,115570518,16663,
1767150129,2025-12-31T03:02:09+00:00,38,115570550,10965,
1767150129,2025-12-31T03:02:09+00:00,38,115570558,17753,
1767150129,2025-12-31T03:02:09+00:00,38,115570562,10992,
1767150129,2025-12-31T03:02:09+00:00,38,115570569,17703,
1767150129,2025-12-31T03:02:09+00:00,101S,115781866,29104,
1767150129,2025-12-31T03:02:09+00:00,101S,115781867,23041,
1767150129,2025-12-31T03:02:09+00:00,101S,115781925,23060,
1767150129,2025-12-31T03:02:09+00:00,101S,115781926,23051,
1767150129,2025-12-31T03:02:09+00:00,101S,115781927,23051,
1767150129,2025-12-31T03:02:09+00:00,101S,115781967,23051,
1767150129,2025-12-31T03:02:09+00:00,101S,115781973,23049,
1767150129,2025-12-31T03:02:09+00:00,101S,115781974,23041,
